Serving Size (oz),Calories,Calories From Fat (g),Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carb (g),Dietary Fiber (g),Sugars (g),Protein (g)
'Steamed Ginger Fish - ', 2, 70.0, 35.0, 0, 4.0, 1.0, 0, 15.0, 660.0, 3.0, 0, 0, 2.0, 0, 5.0
'Pepsi - (Kids)', 12.0, 130.0, 0.0, 0.0, 0.0, 35.0, 37.0, 0.0, 0.0, 35.0, 0.0, 0.0
'Diet Pepsi - (Kids)', 12.0, 0.0, 0.0, 0.0, 0.0, 35.0, 0.0, 0.0, 0.0, 0.0
'Mountain Dew - (Kids)', 12.0, 140.0, 0.0, 0.0, 0.0, 45.0, 38.0, 0.0, 0.0, 38.0, 0.0, 0.0
'Dr Pepper - (Kids)', 12.0, 113.0, 0, 0, 0, 0, 0, 39.0, 30.0, 0, 0, 30.0, 0, 0
'Mug Root Beer - (Kids)', 12.0, 130.0, 0.0, 0.0, 0.0, 20.0, 34.0, 0.0, 0.0, 34.0, 0.0, 0.0
'Sierra Mist - (Kids)', 12.0, 130.0, 0.0, 0.0, 0.0, 25.0, 35.0, 0.0, 35.0, 0.0
'Lipton No Calorie Brisk Peach - (Kids)', 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0
'Lipton Brisk Raspberry - (Kids)', 12.0, 110.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 35.0, 28.0, 0.0, 0.0, 28.0, 0.0, 0.0
'Sobe Lean - (Kids)', 12.0, 0, 0, 0, 0, 0, 0, 35, 0, 0
'Tropicana Fruit Punch - (Kids)', 12.0, 140.0, 0.0, 0.0, 0.0, 35.0, 39.0, 0.0, 39.0, 0.0, 0.0
'Tropicana Lemonade - (Kids)', 12.0, 130.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 140.0, 35.0, 0.0, 35.0, 0.0, 0.0, 0.0
'Tropicana Pink Lemonade - (Kids)', 12, 130, 0, 0, 0, 0, 0, 140, 35, 0, 35, 0, 0, 0
'China Mist Iced Tea - (Kids)', 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
'Lipton No Calorie Brisk Peach - (Med.)', 30.0, 0, 0, 0, 0, 0, 230.0, 0, 0, 0, 0
'Lipton No Calorie Brisk Peach - (Lrg.)', 42.0, 0, 0, 0, 0, 0, 320.0, 0, 0, 0, 0
'Lipton Brisk Raspberry - (Sm.)', 22.0, 190.0, 0, 0, 0, 0, 0, 60.0, 51.0, 0, 51.0, 0
'Lipton Brisk Raspberry - (Med.)', 30, 260, 0, 0, 0, 0, 80, 69, 0, 69, 0
'Lipton Brisk Raspberry - (Lrg.)', 42, 370, 0, 0, 0, 0, 115, 96, 0, 96, 0
'Sobe Lean - (Sm.)', 22.0, 0, 0, 0, 0, 60, 0, 0, 0, 0
'Sobe Lean - (Med.)', 30, 0, 0, 0, 0, 80, 0, 0, 0, 0
'Sobe Lean - (Lrg.)', 42.0, 0, 0, 0, 0, 115.0, 0, 0, 0, 0
'Tropicana Fruit Punch - (Sm.)', 22.0, 260.0, 0, 0, 0, 0, 60.0, 72.0, 0, 72.0, 0
'Tropicana Fruit Punch - (Med.)', 30.0, 360.0, 0, 0, 0, 0, 80.0, 98.0, 0, 98.0, 0
'Tropicana Fruit Punch - (Lrg.)', 42.0, 510.0, 0.0, 0.0, 0.0, 115.0, 138.0, 0.0, 138.0, 0.0
'Tropicana Lemonade - (Sm.)', 22.0, 240.0, 0.0, 0.0, 0.0, 255.0, 65.0, 0.0, 65.0, 0.0
'Tropicana Lemonade - (Med.)', 30.0, 330.0, 0.0, 0.0, 0.0, 0.0, 0.0, 345.0, 89.0, 0.0, 89.0, 0.0
'Tropicana Lemonade - (Lrg.)', 42.0, 460.0, 0, 0, 0, 0, 480.0, 124.0, 0, 124.0, 0
'Tropicana Pink Lemonade - (Sm.)', 22.0, 240.0, 0.0, 0.0, 0.0, 0.0, 255.0, 65.0, 0.0, 65.0, 0.0
'Tropicana Pink Lemonade - (Med.)', 30, 330, 0, 0, 0, 0, 345, 89, 0, 89, 0
'Tropicana Pink Lemonade - (Lrg.)', 42.0, 460.0, 0.0, 0.0, 0.0, 480.0, 124.0, 0.0, 124.0, 0.0
'China Mist Iced Tea - (Sm.)', 22.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
